Region,Year,Attribute,Value
Rest of Europe,2010,Infant_deaths,4.3
Rest of Europe,2010,Under_five_deaths,5.6
Rest of Europe,2010,Adult_mortality,223.1685
Central America and Caribbean,2000,Infant_deaths,18.9
Central America and Caribbean,2000,Under_five_deaths,22.2
Central America and Caribbean,2000,Adult_mortality,168.4155
Africa,2006,Infant_deaths,59.3
Africa,2006,Under_five_deaths,93.9
Africa,2006,Adult_mortality,312.9135
Asia,2003,Infant_deaths,54.2
Asia,2003,Under_five_deaths,65.2
Asia,2003,Adult_mortality,164.6845
Oceania,2011,Infant_deaths,11.1
Oceania,2011,Under_five_deaths,12.9
Oceania,2011,Adult_mortality,140.5855
Africa,2013,Infant_deaths,39.7
Africa,2013,Under_five_deaths,56.2
Africa,2013,Adult_mortality,277.011
Asia,2014,Infant_deaths,42.3
Asia,2014,Under_five_deaths,54.1
Asia,2014,Adult_mortality,197.7265
Oceania,2002,Infant_deaths,29.4
Oceania,2002,Under_five_deaths,35.9
Oceania,2002,Adult_mortality,182.694
Africa,2015,Infant_deaths,12.7
Africa,2015,Under_five_deaths,14.8
Africa,2015,Adult_mortality,151.6085
Asia,2011,Infant_deaths,32.4
Asia,2011,Under_five_deaths,40
Asia,2011,Adult_mortality,223.746
Oceania,2010,Infant_deaths,22.2
Oceania,2010,Under_five_deaths,26.4
Oceania,2010,Adult_mortality,169.032
Africa,2002,Infant_deaths,62.3
Africa,2002,Under_five_deaths,115.1
Africa,2002,Adult_mortality,250.933
Asia,2001,Infant_deaths,17.8
Asia,2001,Under_five_deaths,20.9
Asia,2001,Adult_mortality,196.2075
European Union,2015,Infant_deaths,3.4
European Union,2015,Under_five_deaths,4
European Union,2015,Adult_mortality,58.0775
European Union,2014,Infant_deaths,3
European Union,2014,Under_five_deaths,3.6
European Union,2014,Adult_mortality,76.9805
Middle East,2004,Infant_deaths,57.3
Middle East,2004,Under_five_deaths,76.9
Middle East,2004,Adult_mortality,247.6745
South America,2014,Infant_deaths,18.6
South America,2014,Under_five_deaths,20.9
South America,2014,Adult_mortality,171.5365
Africa,2011,Infant_deaths,69.6
Africa,2011,Under_five_deaths,109.1
Africa,2011,Adult_mortality,284.733
Africa,2008,Infant_deaths,54.5
Africa,2008,Under_five_deaths,88.7
Africa,2008,Adult_mortality,442.735
Africa,2003,Infant_deaths,56.4
Africa,2003,Under_five_deaths,99.8
Africa,2003,Adult_mortality,293.086
Middle East,2011,Infant_deaths,7.2
Middle East,2011,Under_five_deaths,8.4
Middle East,2011,Adult_mortality,72.9945
Africa,2015,Infant_deaths,46.2
Africa,2015,Under_five_deaths,67.6
Africa,2015,Adult_mortality,294.187
Middle East,2009,Infant_deaths,7.6
Middle East,2009,Under_five_deaths,8.9
Middle East,2009,Adult_mortality,75.597
European Union,2008,Infant_deaths,5.5
European Union,2008,Under_five_deaths,6.5
European Union,2008,Adult_mortality,166.717
Africa,2013,Infant_deaths,42.2
Africa,2013,Under_five_deaths,63.4
Africa,2013,Adult_mortality,315.314
Africa,2000,Infant_deaths,56.1
Africa,2000,Under_five_deaths,85.2
Africa,2000,Adult_mortality,370.455
European Union,2012,Infant_deaths,3.2
European Union,2012,Under_five_deaths,3.8
European Union,2012,Adult_mortality,55.1645
Middle East,2011,Infant_deaths,10
Middle East,2011,Under_five_deaths,11.6
Middle East,2011,Adult_mortality,96.52
Asia,2006,Infant_deaths,43.8
Asia,2006,Under_five_deaths,56.3
Asia,2006,Adult_mortality,197.587
Rest of Europe,2009,Infant_deaths,6.7
Rest of Europe,2009,Under_five_deaths,7.8
Rest of Europe,2009,Adult_mortality,130.945
European Union,2013,Infant_deaths,3.1
European Union,2013,Under_five_deaths,4.1
European Union,2013,Adult_mortality,77.9145
European Union,2010,Infant_deaths,3.4
European Union,2010,Under_five_deaths,3.9
European Union,2010,Adult_mortality,74.8405
South America,2003,Infant_deaths,34.7
South America,2003,Under_five_deaths,43.2
South America,2003,Adult_mortality,226.301
Africa,2009,Infant_deaths,85.9
Africa,2009,Under_five_deaths,138.3
Africa,2009,Adult_mortality,379.9755
South America,2011,Infant_deaths,31.2
South America,2011,Under_five_deaths,39.2
South America,2011,Adult_mortality,196.6465
Oceania,2010,Infant_deaths,4
Oceania,2010,Under_five_deaths,4.8
Oceania,2010,Adult_mortality,62.169
Middle East,2009,Infant_deaths,17.6
Middle East,2009,Under_five_deaths,20.7
Middle East,2009,Adult_mortality,116.897
Oceania,2010,Infant_deaths,51.4
Oceania,2010,Under_five_deaths,61.5
Oceania,2010,Adult_mortality,164.1365
Oceania,2003,Infant_deaths,73
Oceania,2003,Under_five_deaths,91.2
Oceania,2003,Adult_mortality,234.413
South America,2014,Infant_deaths,19.6
South America,2014,Under_five_deaths,23
South America,2014,Adult_mortality,146.1335
South America,2002,Infant_deaths,25.7
South America,2002,Under_five_deaths,29.1
South America,2002,Adult_mortality,212.234
Asia,2011,Infant_deaths,11.5
Asia,2011,Under_five_deaths,14.6
Asia,2011,Adult_mortality,90.7325
Rest of Europe,2012,Infant_deaths,6.2
Rest of Europe,2012,Under_five_deaths,7.1
Rest of Europe,2012,Adult_mortality,121.4185
Middle East,2013,Infant_deaths,45.2
Middle East,2013,Under_five_deaths,58.4
Middle East,2013,Adult_mortality,226.386
Africa,2015,Infant_deaths,61.3
Africa,2015,Under_five_deaths,84
Africa,2015,Adult_mortality,332.583
European Union,2002,Infant_deaths,7.3
European Union,2002,Under_five_deaths,8.4
European Union,2002,Adult_mortality,143.4055
European Union,2015,Infant_deaths,6.9
European Union,2015,Under_five_deaths,8.2
European Union,2015,Adult_mortality,136.0675
Asia,2005,Infant_deaths,19.4
Asia,2005,Under_five_deaths,24
Asia,2005,Adult_mortality,102.5235
European Union,2006,Infant_deaths,3.3
European Union,2006,Under_five_deaths,4.5
European Union,2006,Adult_mortality,89.724
European Union,2008,Infant_deaths,3
European Union,2008,Under_five_deaths,3.7
European Union,2008,Adult_mortality,104.5205
Africa,2015,Infant_deaths,95.1
Africa,2015,Under_five_deaths,140.2
Africa,2015,Adult_mortality,397.8705
Middle East,2013,Infant_deaths,7.2
Middle East,2013,Under_five_deaths,8.4
Middle East,2013,Adult_mortality,57.8825
Africa,2013,Infant_deaths,62.7
Africa,2013,Under_five_deaths,108.3
Africa,2013,Adult_mortality,267.2085
Central America and Caribbean,2002,Infant_deaths,48
Central America and Caribbean,2002,Under_five_deaths,71
Central America and Caribbean,2002,Adult_mortality,217.479
Africa,2007,Infant_deaths,13
Africa,2007,Under_five_deaths,15.2
Africa,2007,Adult_mortality,157.4485
Asia,2014,Infant_deaths,11.6
Asia,2014,Under_five_deaths,13
Asia,2014,Adult_mortality,193.594
South America,2012,Infant_deaths,11.9
South America,2012,Under_five_deaths,13.3
South America,2012,Adult_mortality,121.2325
European Union,2001,Infant_deaths,5.8
European Union,2001,Under_five_deaths,6.9
European Union,2001,Adult_mortality,89.055
Africa,2014,Infant_deaths,38.7
Africa,2014,Under_five_deaths,54.4
Africa,2014,Adult_mortality,269.618
Africa,2010,Infant_deaths,74.4
Africa,2010,Under_five_deaths,117.7
Africa,2010,Adult_mortality,290.8
Oceania,2001,Infant_deaths,14.2
Oceania,2001,Under_five_deaths,16.5
Oceania,2001,Adult_mortality,156.677
Africa,2009,Infant_deaths,47
Africa,2009,Under_five_deaths,69.6
Africa,2009,Adult_mortality,259.5265
Asia,2005,Infant_deaths,33.1
Asia,2005,Under_five_deaths,40.9
Asia,2005,Adult_mortality,252.831
Africa,2001,Infant_deaths,11.8
Africa,2001,Under_five_deaths,13.7
Africa,2001,Adult_mortality,178.6415
Middle East,2005,Infant_deaths,16.8
Middle East,2005,Under_five_deaths,19.7
Middle East,2005,Adult_mortality,116.383
European Union,2002,Infant_deaths,10.2
European Union,2002,Under_five_deaths,12.6
European Union,2002,Adult_mortality,225.2175
European Union,2005,Infant_deaths,3.3
European Union,2005,Under_five_deaths,4.6
European Union,2005,Adult_mortality,91.6715
Middle East,2015,Infant_deaths,25.6
Middle East,2015,Under_five_deaths,41.6
Middle East,2015,Adult_mortality,178.1065
Asia,2006,Infant_deaths,32.4
Asia,2006,Under_five_deaths,39.9
Asia,2006,Adult_mortality,189.1485
Middle East,2013,Infant_deaths,6.8
Middle East,2013,Under_five_deaths,8
Middle East,2013,Adult_mortality,70.6545
Africa,2010,Infant_deaths,68.1
Africa,2010,Under_five_deaths,121.5
Africa,2010,Adult_mortality,280.9365
Central America and Caribbean,2005,Infant_deaths,65.3
Central America and Caribbean,2005,Under_five_deaths,89.4
Central America and Caribbean,2005,Adult_mortality,287.5005
Africa,2008,Infant_deaths,81.1
Africa,2008,Under_five_deaths,140.2
Africa,2008,Adult_mortality,289.566
Asia,2013,Infant_deaths,30.3
Asia,2013,Under_five_deaths,35.3
Asia,2013,Adult_mortality,182.9515
Africa,2000,Infant_deaths,67.8
Africa,2000,Under_five_deaths,112.2
Africa,2000,Adult_mortality,559.1865
Asia,2009,Infant_deaths,27.8
Asia,2009,Under_five_deaths,31.6
Asia,2009,Adult_mortality,206.2885
Central America and Caribbean,2000,Infant_deaths,12.9
Central America and Caribbean,2000,Under_five_deaths,15.5
Central America and Caribbean,2000,Adult_mortality,179.4865
South America,2008,Infant_deaths,31.7
South America,2008,Under_five_deaths,39
South America,2008,Adult_mortality,219.435
Oceania,2009,Infant_deaths,27.8
Oceania,2009,Under_five_deaths,33.7
Oceania,2009,Adult_mortality,172.001
Central America and Caribbean,2011,Infant_deaths,13.7
Central America and Caribbean,2011,Under_five_deaths,14.8
Central America and Caribbean,2011,Adult_mortality,104.765
Oceania,2003,Infant_deaths,49.5
Oceania,2003,Under_five_deaths,64.8
Oceania,2003,Adult_mortality,215.9625
Middle East,2007,Infant_deaths,8.4
Middle East,2007,Under_five_deaths,9.8
Middle East,2007,Adult_mortality,73.874
South America,2006,Infant_deaths,17.8
South America,2006,Under_five_deaths,20.8
South America,2006,Adult_mortality,155.343
European Union,2012,Infant_deaths,3.4
European Union,2012,Under_five_deaths,4
European Union,2012,Adult_mortality,73.3235
Oceania,2000,Infant_deaths,19.1
Oceania,2000,Under_five_deaths,22.4
Oceania,2000,Adult_mortality,219.344
Asia,2014,Infant_deaths,36.9
Asia,2014,Under_five_deaths,46.2
Asia,2014,Adult_mortality,180.388
South America,2004,Infant_deaths,16.4
South America,2004,Under_five_deaths,19.1
South America,2004,Adult_mortality,155.121
European Union,2006,Infant_deaths,4
European Union,2006,Under_five_deaths,4.8
European Union,2006,Adult_mortality,86.023
European Union,2014,Infant_deaths,5.2
European Union,2014,Under_five_deaths,6.4
European Union,2014,Adult_mortality,108.859
Central America and Caribbean,2007,Infant_deaths,9.6
Central America and Caribbean,2007,Under_five_deaths,11.7
Central America and Caribbean,2007,Adult_mortality,142.994
Central America and Caribbean,2015,Infant_deaths,13.3
Central America and Caribbean,2015,Under_five_deaths,15.5
Central America and Caribbean,2015,Adult_mortality,182.1595
Central America and Caribbean,2015,Infant_deaths,14.6
Central America and Caribbean,2015,Under_five_deaths,17
Central America and Caribbean,2015,Adult_mortality,114.701
European Union,2010,Infant_deaths,9
European Union,2010,Under_five_deaths,10.8
European Union,2010,Adult_mortality,142.4175
Africa,2013,Infant_deaths,64.7
Africa,2013,Under_five_deaths,92.3
Africa,2013,Adult_mortality,356.677
European Union,2005,Infant_deaths,5.8
European Union,2005,Under_five_deaths,6.7
European Union,2005,Adult_mortality,112.169
Africa,2004,Infant_deaths,21
Africa,2004,Under_five_deaths,24.4
Africa,2004,Adult_mortality,137.419
South America,2000,Infant_deaths,55.9
South America,2000,Under_five_deaths,75.6
South America,2000,Adult_mortality,240.0465
Asia,2003,Infant_deaths,22.8
Asia,2003,Under_five_deaths,27.1
Asia,2003,Adult_mortality,109.936
Oceania,2005,Infant_deaths,23.6
Oceania,2005,Under_five_deaths,28.2
Oceania,2005,Adult_mortality,161.244
Africa,2014,Infant_deaths,50.1
Africa,2014,Under_five_deaths,62.4
Africa,2014,Adult_mortality,443.15
Middle East,2000,Infant_deaths,35.6
Middle East,2000,Under_five_deaths,44.5
Middle East,2000,Adult_mortality,163.596
Africa,2002,Infant_deaths,111.9
Africa,2002,Under_five_deaths,163.7
Africa,2002,Adult_mortality,344.857
Africa,2013,Infant_deaths,64.3
Africa,2013,Under_five_deaths,99.7
Africa,2013,Adult_mortality,277.9945
Africa,2011,Infant_deaths,72.9
Africa,2011,Under_five_deaths,103.1
Africa,2011,Adult_mortality,416.7045
Central America and Caribbean,2009,Infant_deaths,60
Central America and Caribbean,2009,Under_five_deaths,81.2
Central America and Caribbean,2009,Adult_mortality,267.026
Africa,2002,Infant_deaths,71.8
Africa,2002,Under_five_deaths,112.9
Africa,2002,Adult_mortality,334.717
Central America and Caribbean,2008,Infant_deaths,13.9
Central America and Caribbean,2008,Under_five_deaths,16.2
Central America and Caribbean,2008,Adult_mortality,172.336
Central America and Caribbean,2011,Infant_deaths,19.5
Central America and Caribbean,2011,Under_five_deaths,22.9
Central America and Caribbean,2011,Adult_mortality,157.757
Central America and Caribbean,2011,Infant_deaths,19.5
Central America and Caribbean,2011,Under_five_deaths,21.8
Central America and Caribbean,2011,Adult_mortality,174.802
Oceania,2009,Infant_deaths,18.8
Oceania,2009,Under_five_deaths,25.7
Oceania,2009,Adult_mortality,133.7445
Africa,2004,Infant_deaths,72.9
Africa,2004,Under_five_deaths,91.1
Africa,2004,Adult_mortality,311.1355
Africa,2008,Infant_deaths,54.5
Africa,2008,Under_five_deaths,94.5
Africa,2008,Adult_mortality,594.7345
Africa,2009,Infant_deaths,74.2
Africa,2009,Under_five_deaths,103.6
Africa,2009,Adult_mortality,272.1635
Middle East,2015,Infant_deaths,15
Middle East,2015,Under_five_deaths,17.5
Middle East,2015,Adult_mortality,109.942
European Union,2008,Infant_deaths,7.3
European Union,2008,Under_five_deaths,8.8
European Union,2008,Adult_mortality,198.7445
Asia,2001,Infant_deaths,60
Asia,2001,Under_five_deaths,81.1
Asia,2001,Adult_mortality,166.197
Rest of Europe,2007,Infant_deaths,15.7
Rest of Europe,2007,Under_five_deaths,18.3
Rest of Europe,2007,Adult_mortality,228.2265
Central America and Caribbean,2010,Infant_deaths,13
Central America and Caribbean,2010,Under_five_deaths,15.1
Central America and Caribbean,2010,Adult_mortality,151.4055
Africa,2015,Infant_deaths,40.9
Africa,2015,Under_five_deaths,58.1
Africa,2015,Adult_mortality,239.667
Middle East,2014,Infant_deaths,7.7
Middle East,2014,Under_five_deaths,8.9
Middle East,2014,Adult_mortality,59.3025
Africa,2015,Infant_deaths,36.1
Africa,2015,Under_five_deaths,50.3
Africa,2015,Adult_mortality,238.5125
Africa,2002,Infant_deaths,100.3
Africa,2002,Under_five_deaths,152.6
Africa,2002,Adult_mortality,445.308
Africa,2000,Infant_deaths,67.7
Africa,2000,Under_five_deaths,129.5
Africa,2000,Adult_mortality,250.914
Rest of Europe,2011,Infant_deaths,15.5
Rest of Europe,2011,Under_five_deaths,17.3
Rest of Europe,2011,Adult_mortality,133.0115
European Union,2001,Infant_deaths,4.6
European Union,2001,Under_five_deaths,5.6
European Union,2001,Adult_mortality,97.8795
European Union,2011,Infant_deaths,2.7
European Union,2011,Under_five_deaths,3.2
European Union,2011,Adult_mortality,56.015
Middle East,2005,Infant_deaths,12.1
Middle East,2005,Under_five_deaths,14.1
Middle East,2005,Adult_mortality,81.015
European Union,2005,Infant_deaths,4.4
European Union,2005,Under_five_deaths,5.2
European Union,2005,Adult_mortality,77.6135
Africa,2002,Infant_deaths,22
Africa,2002,Under_five_deaths,26.1
Africa,2002,Adult_mortality,107.7635
Africa,2001,Infant_deaths,51.1
Africa,2001,Under_five_deaths,93.8
Africa,2001,Adult_mortality,703.677
Asia,2015,Infant_deaths,23.3
Asia,2015,Under_five_deaths,26.3
Asia,2015,Adult_mortality,124.897
Central America and Caribbean,2003,Infant_deaths,45
Central America and Caribbean,2003,Under_five_deaths,65.6
Central America and Caribbean,2003,Adult_mortality,214.3245
Africa,2015,Infant_deaths,79.3
Africa,2015,Under_five_deaths,126.4
Africa,2015,Adult_mortality,356.2145
Asia,2015,Infant_deaths,9.3
Asia,2015,Under_five_deaths,10.8
Asia,2015,Adult_mortality,148.889
Rest of Europe,2006,Infant_deaths,16.6
Rest of Europe,2006,Under_five_deaths,18.5
Rest of Europe,2006,Adult_mortality,83.5945
European Union,2014,Infant_deaths,8.3
European Union,2014,Under_five_deaths,9.9
European Union,2014,Adult_mortality,130.962
Africa,2007,Infant_deaths,87.4
Africa,2007,Under_five_deaths,124.4
Africa,2007,Adult_mortality,336.8925
Asia,2000,Infant_deaths,8.2
Asia,2000,Under_five_deaths,10.3
Asia,2000,Adult_mortality,106.3215
Africa,2006,Infant_deaths,58.8
Africa,2006,Under_five_deaths,109
Africa,2006,Adult_mortality,588.7775
Africa,2005,Infant_deaths,29.3
Africa,2005,Under_five_deaths,35.7
Africa,2005,Adult_mortality,170.095
Africa,2013,Infant_deaths,46.6
Africa,2013,Under_five_deaths,71.1
Africa,2013,Adult_mortality,316.2765
Africa,2003,Infant_deaths,53.2
Africa,2003,Under_five_deaths,85.4
Africa,2003,Adult_mortality,459.654
Central America and Caribbean,2014,Infant_deaths,54.1
Central America and Caribbean,2014,Under_five_deaths,71.9
Central America and Caribbean,2014,Adult_mortality,246.6045
Africa,2012,Infant_deaths,38.8
Africa,2012,Under_five_deaths,54.9
Africa,2012,Adult_mortality,220.852
Rest of Europe,2013,Infant_deaths,1.9
Rest of Europe,2013,Under_five_deaths,2.4
Rest of Europe,2013,Adult_mortality,53.1585
Africa,2008,Infant_deaths,114.2
Africa,2008,Under_five_deaths,174.9
Africa,2008,Adult_mortality,440.0625
